,datetime,season,year,month,hour,user_casual,user_registered,count_total,moving_avg
37,2011-01-02,1,0,1,14,4,55,59,75.66666666666667
38,2011-01-02,1,0,1,15,19,55,74,69.33333333333333
39,2011-01-02,1,0,1,16,9,67,76,69.66666666666667
40,2011-01-02,1,0,1,17,7,58,65,71.66666666666667
41,2011-01-02,1,0,1,18,10,43,53,64.66666666666667
42,2011-01-02,1,0,1,19,1,29,30,49.333333333333336
43,2011-01-02,1,0,1,20,5,17,22,35.0
44,2011-01-02,1,0,1,21,11,20,31,27.666666666666668
45,2011-01-02,1,0,1,22,0,9,9,20.666666666666668
46,2011-01-02,1,0,1,23,0,8,8,16.0
47,2011-01-03,1,0,1,0,0,5,5,7.333333333333333
48,2011-01-03,1,0,1,1,0,2,2,5.0
49,2011-01-03,1,0,1,4,0,1,1,2.6666666666666665
50,2011-01-03,1,0,1,5,0,3,3,2.0
51,2011-01-03,1,0,1,6,0,30,30,11.333333333333334
52,2011-01-03,1,0,1,7,1,63,64,32.333333333333336
53,2011-01-03,1,0,1,8,1,153,154,82.66666666666667
54,2011-01-03,1,0,1,9,7,81,88,102.0
55,2011-01-03,1,0,1,10,11,33,44,95.33333333333333
56,2011-01-03,1,0,1,11,10,41,51,61.0
57,2011-01-03,1,0,1,12,13,48,61,52.0
58,2011-01-03,1,0,1,13,8,53,61,57.666666666666664
59,2011-01-03,1,0,1,14,11,66,77,66.33333333333333
60,2011-01-03,1,0,1,15,14,58,72,70.0
61,2011-01-03,1,0,1,16,9,67,76,75.0
62,2011-01-03,1,0,1,17,11,146,157,101.66666666666667
63,2011-01-03,1,0,1,18,9,148,157,130.0
64,2011-01-03,1,0,1,19,8,102,110,141.33333333333334
65,2011-01-03,1,0,1,20,3,49,52,106.33333333333333
66,2011-01-03,1,0,1,21,3,49,52,71.33333333333333
67,2011-01-03,1,0,1,22,0,20,20,41.333333333333336
68,2011-01-03,1,0,1,23,1,11,12,28.0
69,2011-01-04,1,0,1,0,0,5,5,12.333333333333334
70,2011-01-04,1,0,1,1,0,2,2,6.333333333333333
71,2011-01-04,1,0,1,2,0,1,1,2.6666666666666665
72,2011-01-04,1,0,1,4,0,2,2,1.6666666666666667
73,2011-01-04,1,0,1,5,0,4,4,2.3333333333333335
74,2011-01-04,1,0,1,6,0,36,36,14.0
75,2011-01-04,1,0,1,7,2,92,94,44.666666666666664
76,2011-01-04,1,0,1,8,2,177,179,103.0
77,2011-01-04,1,0,1,9,2,98,100,124.33333333333333
78,2011-01-04,1,0,1,10,5,37,42,107.0
79,2011-01-04,1,0,1,11,7,50,57,66.33333333333333
80,2011-01-04,1,0,1,12,12,66,78,59.0
81,2011-01-04,1,0,1,13,18,79,97,77.33333333333333
82,2011-01-04,1,0,1,14,9,54,63,79.33333333333333
83,2011-01-04,1,0,1,15,17,48,65,75.0
84,2011-01-04,1,0,1,16,15,68,83,70.33333333333333
85,2011-01-04,1,0,1,17,10,202,212,120.0
86,2011-01-04,1,0,1,18,3,179,182,159.0
87,2011-01-04,1,0,1,19,2,110,112,168.66666666666666
88,2011-01-04,1,0,1,20,1,53,54,116.0
89,2011-01-04,1,0,1,21,0,48,48,71.33333333333333
90,2011-01-04,1,0,1,22,1,34,35,45.666666666666664
91,2011-01-04,1,0,1,23,2,9,11,31.333333333333332
92,2011-01-05,1,0,1,0,0,6,6,17.333333333333332
93,2011-01-05,1,0,1,1,0,6,6,7.666666666666667
94,2011-01-05,1,0,1,2,0,2,2,4.666666666666667
95,2011-01-05,1,0,1,4,0,2,2,3.3333333333333335
96,2011-01-05,1,0,1,5,0,3,3,2.3333333333333335
97,2011-01-05,1,0,1,6,0,33,33,12.666666666666666
98,2011-01-05,1,0,1,7,1,87,88,41.333333333333336
99,2011-01-05,1,0,1,8,3,192,195,105.33333333333333
100,2011-01-05,1,0,1,9,6,109,115,132.66666666666666
101,2011-01-05,1,0,1,10,4,53,57,122.33333333333333
102,2011-01-05,1,0,1,11,12,34,46,72.66666666666667
103,2011-01-05,1,0,1,12,5,74,79,60.666666666666664
104,2011-01-05,1,0,1,13,6,65,71,65.33333333333333
105,2011-01-05,1,0,1,14,10,52,62,70.66666666666667
106,2011-01-05,1,0,1,15,7,55,62,65.0
107,2011-01-05,1,0,1,16,4,85,89,71.0
108,2011-01-05,1,0,1,17,4,186,190,113.66666666666667
109,2011-01-05,1,0,1,18,3,166,169,149.33333333333334
110,2011-01-05,1,0,1,19,5,127,132,163.66666666666666
111,2011-01-05,1,0,1,20,7,82,89,130.0
112,2011-01-05,1,0,1,21,3,40,43,88.0
113,2011-01-05,1,0,1,22,1,41,42,58.0
114,2011-01-05,1,0,1,23,1,18,19,34.666666666666664
115,2011-01-06,1,0,1,0,0,11,11,24.0
116,2011-01-06,1,0,1,1,0,4,4,11.333333333333334
117,2011-01-06,1,0,1,2,0,2,2,5.666666666666667
118,2011-01-06,1,0,1,4,0,1,1,2.3333333333333335
119,2011-01-06,1,0,1,5,0,4,4,2.3333333333333335
120,2011-01-06,1,0,1,6,0,36,36,13.666666666666666
121,2011-01-06,1,0,1,7,0,95,95,45.0
122,2011-01-06,1,0,1,8,3,216,219,116.66666666666667
123,2011-01-06,1,0,1,9,6,116,122,145.33333333333334
124,2011-01-06,1,0,1,10,3,42,45,128.66666666666666
125,2011-01-06,1,0,1,11,2,57,59,75.33333333333333
126,2011-01-06,1,0,1,12,6,78,84,62.666666666666664
127,2011-01-06,1,0,1,13,12,55,67,70.0
128,2011-01-06,1,0,1,14,11,59,70,73.66666666666667
129,2011-01-06,1,0,1,15,8,54,62,66.33333333333333
130,2011-01-06,1,0,1,16,12,74,86,72.66666666666667
131,2011-01-06,1,0,1,17,9,163,172,106.66666666666667
132,2011-01-06,1,0,1,18,5,158,163,140.33333333333334
133,2011-01-06,1,0,1,19,3,109,112,149.0
134,2011-01-06,1,0,1,20,3,66,69,114.66666666666667
135,2011-01-06,1,0,1,21,0,48,48,76.33333333333333
136,2011-01-06,1,0,1,22,1,51,52,56.333333333333336
137,2011-01-06,1,0,1,23,4,19,23,41.0
138,2011-01-07,1,0,1,0,4,13,17,30.666666666666668
139,2011-01-07,1,0,1,1,2,5,7,15.666666666666666
140,2011-01-07,1,0,1,2,0,1,1,8.333333333333334
141,2011-01-07,1,0,1,4,0,1,1,3.0
142,2011-01-07,1,0,1,5,0,5,5,2.3333333333333335
143,2011-01-07,1,0,1,6,8,26,34,13.333333333333334
144,2011-01-07,1,0,1,7,8,76,84,41.0
145,2011-01-07,1,0,1,8,20,190,210,109.33333333333333
146,2011-01-07,1,0,1,9,9,125,134,142.66666666666666
147,2011-01-07,1,0,1,10,16,47,63,135.66666666666666
148,2011-01-07,1,0,1,11,19,48,67,88.0
149,2011-01-07,1,0,1,12,9,50,59,63.0
150,2011-01-07,1,0,1,13,9,64,73,66.33333333333333
151,2011-01-07,1,0,1,14,7,43,50,60.666666666666664
152,2011-01-07,1,0,1,15,9,63,72,65.0
153,2011-01-07,1,0,1,16,5,82,87,69.66666666666667
154,2011-01-07,1,0,1,17,9,178,187,115.33333333333333
155,2011-01-07,1,0,1,18,7,116,123,132.33333333333334
156,2011-01-07,1,0,1,19,3,92,95,135.0
157,2011-01-07,1,0,1,20,1,50,51,89.66666666666667
158,2011-01-07,1,0,1,21,0,39,39,61.666666666666664
159,2011-01-07,1,0,1,22,2,34,36,42.0
160,2011-01-07,1,0,1,23,1,14,15,30.0
161,2011-01-08,1,0,1,0,1,24,25,25.333333333333332
162,2011-01-08,1,0,1,1,1,15,16,18.666666666666668
163,2011-01-08,1,0,1,2,3,13,16,19.0
164,2011-01-08,1,0,1,3,0,7,7,13.0
165,2011-01-08,1,0,1,4,0,1,1,8.0
166,2011-01-08,1,0,1,5,0,5,5,4.333333333333333
167,2011-01-08,1,0,1,6,0,2,2,2.6666666666666665
168,2011-01-08,1,0,1,7,1,8,9,5.333333333333333
169,2011-01-08,1,0,1,8,0,15,15,8.666666666666666
170,2011-01-08,1,0,1,9,0,20,20,14.666666666666666
171,2011-01-08,1,0,1,10,5,56,61,32.0
172,2011-01-08,1,0,1,11,2,60,62,47.666666666666664
173,2011-01-08,1,0,1,12,8,90,98,73.66666666666667
174,2011-01-08,1,0,1,13,7,95,102,87.33333333333333
175,2011-01-08,1,0,1,14,12,83,95,98.33333333333333
176,2011-01-08,1,0,1,15,5,69,74,90.33333333333333
177,2011-01-08,1,0,1,16,8,68,76,81.66666666666667
178,2011-01-08,1,0,1,17,5,64,69,73.0
179,2011-01-08,1,0,1,18,3,52,55,66.66666666666667
180,2011-01-08,1,0,1,19,4,26,30,51.333333333333336
181,2011-01-08,1,0,1,20,0,28,28,37.666666666666664
182,2011-01-08,1,0,1,21,2,35,37,31.666666666666668
183,2011-01-08,1,0,1,22,1,33,34,33.0
184,2011-01-08,1,0,1,23,0,22,22,31.0
185,2011-01-09,1,0,1,0,1,24,25,27.0
186,2011-01-09,1,0,1,1,0,12,12,19.666666666666668
187,2011-01-09,1,0,1,2,0,11,11,16.0
188,2011-01-09,1,0,1,3,0,4,4,9.0
189,2011-01-09,1,0,1,4,0,1,1,5.333333333333333
190,2011-01-09,1,0,1,5,0,1,1,2.0
191,2011-01-09,1,0,1,6,0,1,1,1.0
192,2011-01-09,1,0,1,7,1,5,6,2.6666666666666665
193,2011-01-09,1,0,1,8,0,10,10,5.666666666666667
194,2011-01-09,1,0,1,9,0,19,19,11.666666666666666
195,2011-01-09,1,0,1,10,0,49,49,26.0
196,2011-01-09,1,0,1,11,2,47,49,39.0
197,2011-01-09,1,0,1,12,4,79,83,60.333333333333336
198,2011-01-09,1,0,1,13,6,69,75,69.0
199,2011-01-09,1,0,1,14,8,64,72,76.66666666666667
200,2011-01-09,1,0,1,15,5,77,82,76.33333333333333
201,2011-01-09,1,0,1,16,13,79,92,82.0
202,2011-01-09,1,0,1,17,3,59,62,78.66666666666667
203,2011-01-09,1,0,1,18,4,44,48,67.33333333333333
204,2011-01-09,1,0,1,19,1,40,41,50.333333333333336
205,2011-01-09,1,0,1,20,0,38,38,42.333333333333336
206,2011-01-09,1,0,1,21,1,19,20,33.0
207,2011-01-09,1,0,1,22,5,10,15,24.333333333333332
208,2011-01-09,1,0,1,23,0,6,6,13.666666666666666
209,2011-01-10,1,0,1,0,2,3,5,8.666666666666666
210,2011-01-10,1,0,1,1,1,0,1,4.0
211,2011-01-10,1,0,1,2,0,3,3,3.0
212,2011-01-10,1,0,1,3,0,1,1,1.6666666666666667
213,2011-01-10,1,0,1,4,1,2,3,2.3333333333333335
214,2011-01-10,1,0,1,5,0,3,3,2.3333333333333335
215,2011-01-10,1,0,1,6,0,31,31,12.333333333333334
216,2011-01-10,1,0,1,7,2,75,77,37.0
217,2011-01-10,1,0,1,8,4,184,188,98.66666666666667
218,2011-01-10,1,0,1,9,2,92,94,119.66666666666667
219,2011-01-10,1,0,1,10,0,31,31,104.33333333333333
220,2011-01-10,1,0,1,11,2,28,30,51.666666666666664
221,2011-01-10,1,0,1,12,5,47,52,37.666666666666664
222,2011-01-10,1,0,1,13,4,50,54,45.333333333333336
223,2011-01-10,1,0,1,14,0,47,47,51.0
224,2011-01-10,1,0,1,15,2,43,45,48.666666666666664
225,2011-01-10,1,0,1,16,4,70,74,55.333333333333336
226,2011-01-10,1,0,1,17,4,174,178,99.0
227,2011-01-10,1,0,1,18,1,154,155,135.66666666666666
228,2011-01-10,1,0,1,19,3,92,95,142.66666666666666
229,2011-01-10,1,0,1,20,1,73,74,108.0
230,2011-01-10,1,0,1,21,1,37,38,69.0
231,2011-01-10,1,0,1,22,2,22,24,45.333333333333336
232,2011-01-10,1,0,1,23,0,18,18,26.666666666666668
233,2011-01-11,1,0,1,0,2,10,12,18.0
234,2011-01-11,1,0,1,1,0,3,3,11.0
235,2011-01-11,1,0,1,2,0,3,3,6.0
236,2011-01-11,1,0,1,5,0,6,6,4.0
237,2011-01-11,1,0,1,6,0,27,27,12.0
238,2011-01-11,1,0,1,7,2,97,99,44.0
239,2011-01-11,1,0,1,8,3,214,217,114.33333333333333
240,2011-01-11,1,0,1,9,3,127,130,148.66666666666666
241,2011-01-11,1,0,1,10,3,51,54,133.66666666666666
242,2011-01-11,1,0,1,11,4,31,35,73.0
243,2011-01-11,1,0,1,12,2,55,57,48.666666666666664
244,2011-01-11,1,0,1,13,6,46,52,48.0
245,2011-01-11,1,0,1,14,3,60,63,57.333333333333336
246,2011-01-11,1,0,1,15,2,45,47,54.0
247,2011-01-11,1,0,1,16,4,72,76,62.0
248,2011-01-11,1,0,1,17,6,130,136,86.33333333333333
249,2011-01-11,1,0,1,18,1,94,95,102.33333333333333
250,2011-01-11,1,0,1,19,0,51,51,94.0
251,2011-01-11,1,0,1,20,0,32,32,59.333333333333336
252,2011-01-11,1,0,1,21,0,20,20,34.333333333333336
253,2011-01-11,1,0,1,22,1,28,29,27.0
254,2011-01-11,1,0,1,23,1,18,19,22.666666666666668
255,2011-01-12,1,0,1,0,0,7,7,18.333333333333332
256,2011-01-12,1,0,1,1,0,6,6,10.666666666666666
257,2011-01-12,1,0,1,2,0,1,1,4.666666666666667
258,2011-01-12,1,0,1,5,0,5,5,4.0
259,2011-01-12,1,0,1,6,0,16,16,7.333333333333333
260,2011-01-12,1,0,1,7,0,54,54,25.0
261,2011-01-12,1,0,1,8,3,125,128,66.0
262,2011-01-12,1,0,1,9,3,78,81,87.66666666666667
263,2011-01-12,1,0,1,10,0,39,39,82.66666666666667
264,2011-01-12,1,0,1,11,3,32,35,51.666666666666664
265,2011-01-12,1,0,1,12,3,52,55,43.0
266,2011-01-12,1,0,1,13,0,49,49,46.333333333333336
267,2011-01-12,1,0,1,14,0,44,44,49.333333333333336
268,2011-01-12,1,0,1,15,1,48,49,47.333333333333336
269,2011-01-12,1,0,1,16,5,63,68,53.666666666666664
270,2011-01-12,1,0,1,17,0,139,139,85.33333333333333
271,2011-01-12,1,0,1,18,2,135,137,114.66666666666667
272,2011-01-12,1,0,1,19,1,82,83,119.66666666666667
273,2011-01-12,1,0,1,20,2,54,56,92.0
274,2011-01-12,1,0,1,21,0,57,57,65.33333333333333
275,2011-01-12,1,0,1,22,1,32,33,48.666666666666664
276,2011-01-12,1,0,1,23,1,19,20,36.666666666666664
277,2011-01-13,1,0,1,0,1,6,7,20.0
278,2011-01-13,1,0,1,1,0,2,2,9.666666666666666
279,2011-01-13,1,0,1,2,0,2,2,3.6666666666666665
280,2011-01-13,1,0,1,3,0,3,3,2.3333333333333335
281,2011-01-13,1,0,1,4,0,4,4,3.0
282,2011-01-13,1,0,1,5,0,3,3,3.3333333333333335
283,2011-01-13,1,0,1,6,0,28,28,11.666666666666666
284,2011-01-13,1,0,1,7,0,72,72,34.333333333333336
285,2011-01-13,1,0,1,8,5,197,202,100.66666666666667
286,2011-01-13,1,0,1,9,2,137,139,137.66666666666666
287,2011-01-13,1,0,1,10,2,36,38,126.33333333333333
288,2011-01-13,1,0,1,11,4,33,37,71.33333333333333
289,2011-01-13,1,0,1,12,3,49,52,42.333333333333336
290,2011-01-13,1,0,1,13,2,81,83,57.333333333333336
291,2011-01-13,1,0,1,14,3,39,42,59.0
292,2011-01-13,1,0,1,15,5,55,60,61.666666666666664
293,2011-01-13,1,0,1,16,2,76,78,60.0
294,2011-01-13,1,0,1,17,4,158,162,100.0
295,2011-01-13,1,0,1,18,3,141,144,128.0
296,2011-01-13,1,0,1,19,1,98,99,135.0
297,2011-01-13,1,0,1,20,0,64,64,102.33333333333333
298,2011-01-13,1,0,1,21,0,40,40,67.66666666666667
299,2011-01-13,1,0,1,22,0,30,30,44.666666666666664
300,2011-01-13,1,0,1,23,1,14,15,28.333333333333332
301,2011-01-14,1,0,1,0,0,14,14,19.666666666666668
302,2011-01-14,1,0,1,1,0,5,5,11.333333333333334
303,2011-01-14,1,0,1,2,0,1,1,6.666666666666667
304,2011-01-14,1,0,1,3,0,1,1,2.3333333333333335
305,2011-01-14,1,0,1,5,0,8,8,3.3333333333333335
306,2011-01-14,1,0,1,6,0,17,17,8.666666666666666
307,2011-01-14,1,0,1,7,0,70,70,31.666666666666668
308,2011-01-14,1,0,1,8,2,156,158,81.66666666666667
309,2011-01-14,1,0,1,9,0,117,117,115.0
310,2011-01-14,1,0,1,10,4,40,44,106.33333333333333
311,2011-01-14,1,0,1,11,6,47,53,71.33333333333333
312,2011-01-14,1,0,1,12,2,59,61,52.666666666666664
313,2011-01-14,1,0,1,13,4,73,77,63.666666666666664
314,2011-01-14,1,0,1,14,5,59,64,67.33333333333333
315,2011-01-14,1,0,1,15,9,59,68,69.66666666666667
316,2011-01-14,1,0,1,16,3,87,90,74.0
317,2011-01-14,1,0,1,17,4,155,159,105.66666666666667
318,2011-01-14,1,0,1,18,5,134,139,129.33333333333334
319,2011-01-14,1,0,1,19,3,89,92,130.0
320,2011-01-14,1,0,1,20,0,68,68,99.66666666666667
321,2011-01-14,1,0,1,21,4,48,52,70.66666666666667
322,2011-01-14,1,0,1,22,2,34,36,52.0
323,2011-01-14,1,0,1,23,1,26,27,38.333333333333336
324,2011-01-15,1,0,1,0,3,25,28,30.333333333333332
325,2011-01-15,1,0,1,1,2,18,20,25.0
326,2011-01-15,1,0,1,2,0,12,12,20.0
327,2011-01-15,1,0,1,3,1,7,8,13.333333333333334
328,2011-01-15,1,0,1,4,0,5,5,8.333333333333334
329,2011-01-15,1,0,1,5,0,1,1,4.666666666666667
330,2011-01-15,1,0,1,6,1,2,3,3.0
331,2011-01-15,1,0,1,7,1,9,10,4.666666666666667
332,2011-01-15,1,0,1,8,1,22,23,12.0
333,2011-01-15,1,0,1,9,2,31,33,22.0
334,2011-01-15,1,0,1,10,2,57,59,38.333333333333336
335,2011-01-15,1,0,1,11,18,54,72,54.666666666666664
336,2011-01-15,1,0,1,12,15,74,89,73.33333333333333
337,2011-01-15,1,0,1,13,21,80,101,87.33333333333333
338,2011-01-15,1,0,1,14,26,92,118,102.66666666666667
339,2011-01-15,1,0,1,15,21,108,129,116.0
340,2011-01-15,1,0,1,16,33,95,128,125.0
341,2011-01-15,1,0,1,17,29,54,83,113.33333333333333
342,2011-01-15,1,0,1,18,15,69,84,98.33333333333333
343,2011-01-15,1,0,1,19,14,60,74,80.33333333333333
344,2011-01-15,1,0,1,20,6,35,41,66.33333333333333
345,2011-01-15,1,0,1,21,6,51,57,57.333333333333336
346,2011-01-15,1,0,1,22,0,26,26,41.333333333333336
347,2011-01-15,1,0,1,23,5,39,44,42.333333333333336
348,2011-01-16,1,0,1,0,6,33,39,36.333333333333336
349,2011-01-16,1,0,1,1,4,19,23,35.333333333333336
350,2011-01-16,1,0,1,2,3,13,16,26.0
351,2011-01-16,1,0,1,3,9,6,15,18.0
352,2011-01-16,1,0,1,4,0,1,1,10.666666666666666
353,2011-01-16,1,0,1,5,1,1,2,6.0
354,2011-01-16,1,0,1,6,0,1,1,1.3333333333333333
355,2011-01-16,1,0,1,7,0,3,3,2.0
356,2011-01-16,1,0,1,8,0,18,18,7.333333333333333
357,2011-01-16,1,0,1,9,3,29,32,17.666666666666668
358,2011-01-16,1,0,1,10,8,71,79,43.0
359,2011-01-16,1,0,1,11,23,70,93,68.0
360,2011-01-16,1,0,1,12,29,75,104,92.0
361,2011-01-16,1,0,1,13,23,95,118,105.0
362,2011-01-16,1,0,1,14,22,69,91,104.33333333333333
363,2011-01-16,1,0,1,15,35,78,113,107.33333333333333
364,2011-01-16,1,0,1,16,22,77,99,101.0
365,2011-01-16,1,0,1,17,23,82,105,105.66666666666667
366,2011-01-16,1,0,1,18,11,56,67,90.33333333333333
367,2011-01-16,1,0,1,19,14,47,61,77.66666666666667
368,2011-01-16,1,0,1,20,7,50,57,61.666666666666664
369,2011-01-16,1,0,1,21,6,22,28,48.666666666666664
370,2011-01-16,1,0,1,22,2,19,21,35.333333333333336
371,2011-01-16,1,0,1,23,0,18,18,22.333333333333332
372,2011-01-17,1,0,1,0,1,16,17,18.666666666666668
373,2011-01-17,1,0,1,1,1,15,16,17.0
374,2011-01-17,1,0,1,2,0,8,8,13.666666666666666
375,2011-01-17,1,0,1,3,0,2,2,8.666666666666666
376,2011-01-17,1,0,1,4,1,2,3,4.333333333333333
377,2011-01-17,1,0,1,5,0,1,1,2.0
378,2011-01-17,1,0,1,6,0,5,5,3.0
379,2011-01-17,1,0,1,7,4,9,13,6.333333333333333
380,2011-01-17,1,0,1,8,3,30,33,17.0
381,2011-01-17,1,0,1,9,8,39,47,31.0
382,2011-01-17,1,0,1,10,7,50,57,45.666666666666664
383,2011-01-17,1,0,1,11,9,55,64,56.0
384,2011-01-17,1,0,1,12,10,70,80,67.0
385,2011-01-17,1,0,1,13,13,80,93,79.0
386,2011-01-17,1,0,1,14,12,74,86,86.33333333333333
387,2011-01-17,1,0,1,15,21,72,93,90.66666666666667
388,2011-01-17,1,0,1,16,6,76,82,87.0
389,2011-01-17,1,0,1,17,4,67,71,82.0
390,2011-01-17,1,0,1,18,7,85,92,81.66666666666667
391,2011-01-17,1,0,1,19,2,58,60,74.33333333333333
392,2011-01-17,1,0,1,20,4,29,33,61.666666666666664
393,2011-01-17,1,0,1,21,3,24,27,40.0
394,2011-01-17,1,0,1,22,0,13,13,24.333333333333332
395,2011-01-17,1,0,1,23,1,3,4,14.666666666666666
396,2011-01-18,1,0,1,12,0,3,3,6.666666666666667
397,2011-01-18,1,0,1,13,0,22,22,9.666666666666666
398,2011-01-18,1,0,1,14,2,26,28,17.666666666666668
399,2011-01-18,1,0,1,15,3,32,35,28.333333333333332
400,2011-01-18,1,0,1,16,0,61,61,41.333333333333336
401,2011-01-18,1,0,1,17,1,124,125,73.66666666666667
402,2011-01-18,1,0,1,18,1,132,133,106.33333333333333
403,2011-01-18,1,0,1,19,1,98,99,119.0
404,2011-01-18,1,0,1,20,0,83,83,105.0
405,2011-01-18,1,0,1,21,0,41,41,74.33333333333333
406,2011-01-18,1,0,1,22,0,33,33,52.333333333333336
407,2011-01-18,1,0,1,23,1,19,20,31.333333333333332
408,2011-01-19,1,0,1,0,0,3,3,18.666666666666668
409,2011-01-19,1,0,1,1,1,6,7,10.0
410,2011-01-19,1,0,1,2,0,3,3,4.333333333333333
411,2011-01-19,1,0,1,4,1,1,2,4.0
412,2011-01-19,1,0,1,5,0,7,7,4.0
413,2011-01-19,1,0,1,6,0,32,32,13.666666666666666
414,2011-01-19,1,0,1,7,1,89,90,43.0
415,2011-01-19,1,0,1,8,1,196,197,106.33333333333333
416,2011-01-19,1,0,1,9,2,107,109,132.0
417,2011-01-19,1,0,1,10,1,46,47,117.66666666666667
418,2011-01-19,1,0,1,11,5,47,52,69.33333333333333
419,2011-01-19,1,0,1,12,5,65,70,56.333333333333336
420,2011-01-19,1,0,1,13,11,67,78,66.66666666666667
421,2011-01-19,1,0,1,14,7,68,75,74.33333333333333
422,2011-01-19,1,0,1,15,4,78,82,78.33333333333333
423,2011-01-19,1,0,1,16,10,94,104,87.0
424,2011-01-19,1,0,1,17,7,190,197,127.66666666666667
425,2011-01-19,1,0,1,18,5,156,161,154.0
426,2011-01-19,1,0,1,19,4,108,112,156.66666666666666
427,2011-01-19,1,0,1,20,2,74,76,116.33333333333333
428,2011-01-19,1,0,1,21,4,55,59,82.33333333333333
429,2011-01-19,1,0,1,22,6,53,59,64.66666666666667
430,2011-01-19,1,0,1,23,1,27,28,48.666666666666664
431,2011-01-20,1,0,1,0,5,8,13,33.333333333333336
432,2011-01-20,1,0,1,1,2,3,5,15.333333333333334
433,2011-01-20,1,0,1,2,0,2,2,6.666666666666667
434,2011-01-20,1,0,1,3,0,1,1,2.6666666666666665
435,2011-01-20,1,0,1,4,0,1,1,1.3333333333333333
436,2011-01-20,1,0,1,5,0,6,6,2.6666666666666665
437,2011-01-20,1,0,1,6,0,35,35,14.0
438,2011-01-20,1,0,1,7,1,100,101,47.333333333333336
439,2011-01-20,1,0,1,8,2,247,249,128.33333333333334
440,2011-01-20,1,0,1,9,3,140,143,164.33333333333334
441,2011-01-20,1,0,1,10,1,56,57,149.66666666666666
442,2011-01-20,1,0,1,11,5,63,68,89.33333333333333
443,2011-01-20,1,0,1,12,7,77,84,69.66666666666667
444,2011-01-20,1,0,1,13,12,86,98,83.33333333333333
445,2011-01-20,1,0,1,14,6,75,81,87.66666666666667
446,2011-01-20,1,0,1,15,8,62,70,83.0
447,2011-01-20,1,0,1,16,8,83,91,80.66666666666667
448,2011-01-20,1,0,1,17,8,207,215,125.33333333333333
449,2011-01-20,1,0,1,18,1,184,185,163.66666666666666
450,2011-01-20,1,0,1,19,6,146,152,184.0
451,2011-01-20,1,0,1,20,2,124,126,154.33333333333334
452,2011-01-20,1,0,1,21,3,54,57,111.66666666666667
453,2011-01-20,1,0,1,22,0,56,56,79.66666666666667
454,2011-01-20,1,0,1,23,3,28,31,48.0
455,2011-01-21,1,0,1,0,1,20,21,36.0
456,2011-01-21,1,0,1,1,0,6,6,19.333333333333332
457,2011-01-21,1,0,1,2,0,2,2,9.666666666666666
458,2011-01-21,1,0,1,3,0,1,1,3.0
459,2011-01-21,1,0,1,4,0,1,1,1.3333333333333333
460,2011-01-21,1,0,1,5,1,4,5,2.3333333333333335
461,2011-01-21,1,0,1,6,0,27,27,11.0
462,2011-01-21,1,0,1,7,2,66,68,33.333333333333336
463,2011-01-21,1,0,1,8,7,210,217,104.0
464,2011-01-21,1,0,1,9,7,159,166,150.33333333333334
465,2011-01-21,1,0,1,10,6,57,63,148.66666666666666
466,2011-01-21,1,0,1,11,6,53,59,96.0
